Dataset_ID	Sample_ID	Subtype	Prognosis_time	Prognosis	Gene_expression
GSE68848	GSM1683517	None	None	None	10.675074920385445
GSE68848	GSM1683523	None	None	None	8.434628227636725
GSE68848	GSM1683540	III	None	None	8.388017285345136
GSE68848	GSM1683559	III	None	None	9.238404739325079
GSE68848	GSM1683561	None	None	None	8.348728154231077
GSE68848	GSM1683572	III	None	None	9.197216693110052
GSE68848	GSM1683574	II	None	None	8.383704292474054
GSE68848	GSM1683584	III	None	None	9.573647187493323
GSE68848	GSM1683591	None	None	None	8.550746785383243
GSE68848	GSM1683595	III	None	None	10.06339508128851
GSE68848	GSM1683609	III	None	None	8.584962500721156
GSE68848	GSM1683633	II	None	None	8.643856189774725
GSE68848	GSM1683651	None	None	None	9.346513733165635
GSE68848	GSM1683682	II	None	None	9.192292814470768
GSE68848	GSM1683695	III	None	None	8.965784284662087
GSE68848	GSM1683705	None	None	None	8.17492568250068
GSE68848	GSM1683707	None	None	None	8.370687406807217
GSE68848	GSM1683711	II	None	None	11.161761743304675
GSE68848	GSM1683745	None	None	None	9.556506054671928
GSE68848	GSM1683750	None	None	None	9.39231742277876
GSE68848	GSM1683766	III	None	None	8.194756854422248
GSE68848	GSM1683789	II	None	None	8.848622940429339
GSE68848	GSM1683804	None	None	None	8.262094845370179
GSE68848	GSM1683819	III	None	None	7.6653359171851765
GSE68848	GSM1683825	None	None	None	7.965784284662087
GSE68848	GSM1683829	III	None	None	8.071462362556625
GSE68848	GSM1683832	None	None	None	8.31741261376487
GSE68848	GSM1683838	III	None	None	9.022367813028454
GSE68848	GSM1683840	None	None	None	7.930737337562887
GSE68848	GSM1683849	II	None	None	8.67595703294175
GSE68848	GSM1683867	None	None	None	8.787902559391432
GSE68848	GSM1683875	III	None	None	9.339850002884624
GSE68848	GSM1683915	III	None	None	8.487840033823051
GSE68848	GSM1683989	II	None	None	9.20212382383046
GSE68848	GSM1683992	None	None	None	8.08746284125034
GSE68848	GSM1684015	None	None	None	8.829722735086058
GSE68848	GSM1684020	III	None	None	8.50382573799575
GSE68848	GSM1684021	III	None	None	10.25266543245025
GSE68848	GSM1684035	None	None	None	10.232420927176076
GSE68848	GSM1684051	None	None	None	8.531381460516313
GSE68848	GSM1684057	None	None	None	8.710806433699352
GSE68848	GSM1683520	II	None	None	8.409390936137703
GSE68848	GSM1683522	III	None	None	8.94251450533924
GSE68848	GSM1683530	III	None	None	8.974414589805528
GSE68848	GSM1683539	II	None	None	9.113742166049189
GSE68848	GSM1683544	II	None	None	9.154818109052105
GSE68848	GSM1683547	III	None	None	9.057991722759176
GSE68848	GSM1683553	III	None	None	9.060695931687555
GSE68848	GSM1683555	III	None	None	9.105908508571158
GSE68848	GSM1683562	II	None	None	8.88264304936184
GSE68848	GSM1683564	None	None	None	9.328674927327947
GSE68848	GSM1683567	III	None	None	8.647458426454921
GSE68848	GSM1683570	II	None	None	9.16490692667569
GSE68848	GSM1683580	II	None	None	9.471675214392045
GSE68848	GSM1683585	II	None	None	8.658211482751796
GSE68848	GSM1683592	II	None	None	8.774787059601174
GSE68848	GSM1683594	II	None	None	8.632995197142959
GSE68848	GSM1683600	None	None	None	9.854868383260238
GSE68848	GSM1683601	III	None	None	9.688250309133178
GSE68848	GSM1683602	II	None	None	8.491853096329676
GSE68848	GSM1683603	III	None	None	8.845490050944376
GSE68848	GSM1683606	II	None	None	8.78135971352466
GSE68848	GSM1683607	II	None	None	9.022367813028454
GSE68848	GSM1683608	II	None	None	8.948367231584678
GSE68848	GSM1683610	II	None	None	8.909893083770042
GSE68848	GSM1683626	II	None	None	9.896332403909941
GSE68848	GSM1683629	II	None	None	9.594324603924848
GSE68848	GSM1683634	III	None	None	8.980139577639157
GSE68848	GSM1683636	III	None	None	9.204571144249204
GSE68848	GSM1683641	II	None	None	8.599912842187129
GSE68848	GSM1683642	II	None	None	9.894817763307943
GSE68848	GSM1683646	II	None	None	8.531381460516313
GSE68848	GSM1683647	III	None	None	8.285402218862249
GSE68848	GSM1683664	III	None	None	8.816983623255382
GSE68848	GSM1683672	II	None	None	10.207014320177533
GSE68848	GSM1683675	III	None	None	8.936637939002571
GSE68848	GSM1683677	II	None	None	9.25266543245025
GSE68848	GSM1683679	III	None	None	8.879583249612784
GSE68848	GSM1683680	III	None	None	8.92481250360578
GSE68848	GSM1683687	II	None	None	10.002815015607053
GSE68848	GSM1683696	II	None	None	8.531381460516313
GSE68848	GSM1683700	II	None	None	10.50382573799575
GSE68848	GSM1683704	II	None	None	9.67595703294175
GSE68848	GSM1683710	II	None	None	7.906890595608519
GSE68848	GSM1683724	III	None	None	8.46352437327118
GSE68848	GSM1683726	III	None	None	8.839203788096945
GSE68848	GSM1683729	III	None	None	9.523561956057014
GSE68848	GSM1683730	II	None	None	8.312882955284357
GSE68848	GSM1683735	None	None	None	8.79766152585376
GSE68848	GSM1683736	III	None	None	9.36850646150769
GSE68848	GSM1683744	II	None	None	8.113742166049189
GSE68848	GSM1683751	II	None	None	8.778077129535358
GSE68848	GSM1683759	II	None	None	8.50382573799575
GSE68848	GSM1683760	II	None	None	8.672425341971495
GSE68848	GSM1683763	II	None	None	10.207014320177533
GSE68848	GSM1683772	II	None	None	8.535275376620802
GSE68848	GSM1683780	III	None	None	9.631177055703978
GSE68848	GSM1683806	II	None	None	8.721099188707186
GSE68848	GSM1683828	III	None	None	8.554588851677638
GSE68848	GSM1683833	III	None	None	8.73809225962049
GSE68848	GSM1683835	III	None	None	8.88264304936184
GSE68848	GSM1683839	None	None	None	9.06339508128851
GSE68848	GSM1683861	II	None	None	8.76155123244448
GSE68848	GSM1683864	II	None	None	8.661778097771986
GSE68848	GSM1683868	III	None	None	8.483815777264256
GSE68848	GSM1683878	II	None	None	9.036173612553485
GSE68848	GSM1683885	II	None	None	9.344295907915818
GSE68848	GSM1683889	III	None	None	8.845490050944376
GSE68848	GSM1683892	II	None	None	8.991521846075695
GSE68848	GSM1683893	III	None	None	8.936637939002571
GSE68848	GSM1683896	III	None	None	8.588714635582265
GSE68848	GSM1683901	II	None	None	9.041659151637216
GSE68848	GSM1683908	III	None	None	8.405141463136344
GSE68848	GSM1683910	III	None	None	8.897845456005513
GSE68848	GSM1683920	III	None	None	8.988684686772165
GSE68848	GSM1683923	II	None	None	10.214319120800766
GSE68848	GSM1683924	None	None	None	9.370687406807217
GSE68848	GSM1683925	III	None	None	9.294620748891628
GSE68848	GSM1683928	III	None	None	9.818582177480858
GSE68848	GSM1683930	II	None	None	8.918863237274595
GSE68848	GSM1683931	III	None	None	8.118941072723507
GSE68848	GSM1683949	II	None	None	8.546894459887637
GSE68848	GSM1683954	II	None	None	9.4655664048094
GSE68848	GSM1683956	II	None	None	8.832890014164743
GSE68848	GSM1683967	II	None	None	9.324180546618742
GSE68848	GSM1683969	III	None	None	8.78135971352466
GSE68848	GSM1683970	III	None	None	8.233619676759702
GSE68848	GSM1683971	III	None	None	8.422064766172811
GSE68848	GSM1683975	III	None	None	9.118941072723507
GSE68848	GSM1683976	II	None	None	8.88874324889826
GSE68848	GSM1683985	II	None	None	8.76487159073609
GSE68848	GSM1684012	II	None	None	8.523561956057014
GSE68848	GSM1684016	II	None	None	8.214319120800766
GSE68848	GSM1684022	II	None	None	8.86418614465428
GSE68848	GSM1684024	None	None	None	9.985841937003341
GSE68848	GSM1684025	II	None	None	8.867278739709663
GSE68848	GSM1684027	III	None	None	9.493855449240824
GSE68848	GSM1684031	II	None	None	9.087462841250339
GSE68848	GSM1684033	II	None	None	8.08746284125034
GSE68848	GSM1684046	II	None	None	8.67595703294175
GSE68848	GSM1684050	II	None	None	8.45532722030456
GSE68848	GSM1684059	III	None	None	8.90388184573618
GSE68848	GSM1684061	II	None	None	8.422064766172811
GSE68848	GSM1684072	III	None	None	8.804131021183318
GSE68848	GSM1684076	III	None	None	8.592457037268082
GSE68848	GSM1684084	III	None	None	8.774787059601174
GSE68848	GSM1684090	II	None	None	9.060695931687555
GSE68848	GSM1684092	III	None	None	9.20945336562895
GSE68848	GSM1683515	None	None	None	10.016808287686555
GSE68848	GSM1683528	None	None	None	8.581200581924957
GSE68848	GSM1683531	None	None	None	9.147204924942228
GSE68848	GSM1683533	None	None	None	8.149747119504683
GSE68848	GSM1683535	None	None	None	8.689997971419446
GSE68848	GSM1683538	None	None	None	9.121533517340032
GSE68848	GSM1683541	None	None	None	8.79766152585376
GSE68848	GSM1683546	IV	None	None	8.679480099505447
GSE68848	GSM1683551	None	None	None	8.88874324889826
GSE68848	GSM1683552	None	None	None	9.008428622070582
GSE68848	GSM1683560	None	None	None	8.396604781181859
GSE68848	GSM1683566	None	None	None	9.812177305514448
GSE68848	GSM1683575	IV	None	None	10.356451970221755
GSE68848	GSM1683576	IV	None	None	9.487840033823051
GSE68848	GSM1683578	None	None	None	8.88874324889826
GSE68848	GSM1683587	None	None	None	8.276124405274238
GSE68848	GSM1683589	None	None	None	8.83605035505807
GSE68848	GSM1683593	None	None	None	9.485829308701904
GSE68848	GSM1683598	IV	None	None	10.290018846932618
GSE68848	GSM1683612	None	None	None	8.7714894695006
GSE68848	GSM1683614	IV	None	None	9.342074667999139
GSE68848	GSM1683615	None	None	None	9.461479447286157
GSE68848	GSM1683619	IV	None	None	9.57553924683453
GSE68848	GSM1683625	None	None	None	8.686500527183219
GSE68848	GSM1683639	None	None	None	8.710806433699352
GSE68848	GSM1683650	None	None	None	9.008428622070582
GSE68848	GSM1683655	None	None	None	9.513727595952437
GSE68848	GSM1683663	None	None	None	9.417852514885897
GSE68848	GSM1683669	None	None	None	8.885696373339394
GSE68848	GSM1683671	None	None	None	9.339850002884624
GSE68848	GSM1683683	IV	None	None	8.848622940429339
GSE68848	GSM1683684	IV	None	None	8.005624549193879
GSE68848	GSM1683698	None	None	None	8.262094845370179
GSE68848	GSM1683699	None	None	None	8.957102041562287
GSE68848	GSM1683708	None	None	None	7.924812503605781
GSE68848	GSM1683721	None	None	None	10.197216693110054
GSE68848	GSM1683737	None	None	None	8.813781191217037
GSE68848	GSM1683738	None	None	None	9.16490692667569
GSE68848	GSM1683740	None	None	None	8.082149041353873
GSE68848	GSM1683741	None	None	None	8.459431618637296
GSE68848	GSM1683743	None	None	None	8.179909090014934
GSE68848	GSM1683749	None	None	None	8.499845887083206
GSE68848	GSM1683756	None	None	None	7.977279923499917
GSE68848	GSM1683764	None	None	None	9.194756854422247
GSE68848	GSM1683782	None	None	None	8.974414589805528
GSE68848	GSM1683784	None	None	None	9.038918989292304
GSE68848	GSM1683797	None	None	None	8.658211482751796
GSE68848	GSM1683802	None	None	None	10.290018846932618
GSE68848	GSM1683805	None	None	None	9.111135670234708
GSE68848	GSM1683813	None	None	None	8.479780264029099
GSE68848	GSM1683814	None	None	None	10.210671343785622
GSE68848	GSM1683815	None	None	None	8.693486957499326
GSE68848	GSM1683816	None	None	None	9.335390354693924
GSE68848	GSM1683817	None	None	None	9.581200581924957
GSE68848	GSM1683836	None	None	None	8.50382573799575
GSE68848	GSM1683841	None	None	None	9.342074667999139
GSE68848	GSM1683844	None	None	None	8.823367240046236
GSE68848	GSM1683845	None	None	None	9.361943773735241
GSE68848	GSM1683853	None	None	None	10.330916878114618
GSE68848	GSM1683856	IV	None	None	9.303780748177104
GSE68848	GSM1683862	None	None	None	8.714245517666123
GSE68848	GSM1683863	None	None	None	10.204571144249204
GSE68848	GSM1683869	None	None	None	9.116343961237469
GSE68848	GSM1683870	IV	None	None	8.79766152585376
GSE68848	GSM1683871	None	None	None	8.348728154231077
GSE68848	GSM1683872	None	None	None	8.523561956057014
GSE68848	GSM1683883	IV	None	None	10.422064766172813
GSE68848	GSM1683886	None	None	None	8.442943495848729
GSE68848	GSM1683888	IV	None	None	9.243173983472952
GSE68848	GSM1683891	None	None	None	10.113742166049189
GSE68848	GSM1683894	IV	None	None	9.717676423066397
GSE68848	GSM1683898	None	None	None	8.714245517666123
GSE68848	GSM1683905	None	None	None	8.546894459887637
GSE68848	GSM1683909	I	None	None	9.442943495848729
GSE68848	GSM1683911	IV	None	None	9.014020470314934
GSE68848	GSM1683919	IV	None	None	9.44086916761087
GSE68848	GSM1683929	None	None	None	9.379378367071263
GSE68848	GSM1683937	None	None	None	9.826548487290916
GSE68848	GSM1683941	None	None	None	8.57742882803575
GSE68848	GSM1683942	None	None	None	8.396604781181859
GSE68848	GSM1683951	None	None	None	9.76983784362944
GSE68848	GSM1683953	None	None	None	8.550746785383243
GSE68848	GSM1683958	IV	None	None	8.897845456005513
GSE68848	GSM1683959	IV	None	None	9.224001674198105
GSE68848	GSM1683960	None	None	None	8.527477006060396
GSE68848	GSM1683963	IV	None	None	9.211888294546004
GSE68848	GSM1683964	None	None	None	8.960001932068081
GSE68848	GSM1683978	IV	None	None	8.845490050944376
GSE68848	GSM1683979	IV	None	None	8.758223214726724
GSE68848	GSM1683980	I	None	None	8.46352437327118
GSE68848	GSM1683982	None	None	None	8.29920801838728
GSE68848	GSM1683991	IV	None	None	8.794415866350105
GSE68848	GSM1683994	None	None	None	8.569855608330949
GSE68848	GSM1683995	IV	None	None	9.271463027904375
GSE68848	GSM1683999	IV	None	None	8.90086680798075
GSE68848	GSM1684010	None	None	None	9.108524456778168
GSE68848	GSM1684017	None	None	None	8.29920801838728
GSE68848	GSM1684034	None	None	None	9.052568050804155
GSE68848	GSM1684037	None	None	None	9.517669388133811
GSE68848	GSM1684043	None	None	None	8.118941072723507
GSE68848	GSM1684056	None	None	None	8.672425341971495
GSE68848	GSM1684060	None	None	None	8.103287808412023
GSE68848	GSM1684064	None	None	None	8.124121311829187
GSE68848	GSM1684066	None	None	None	9.131856960608793
GSE68848	GSM1684069	None	None	None	8.67595703294175
GSE68848	GSM1684071	None	None	None	9.159871336778389
GSE68848	GSM1684074	None	None	None	9.154818109052105
GSE68848	GSM1684083	None	None	None	9.092757140919852
GSE68848	GSM1684085	None	None	None	8.960001932068081
GSE68848	GSM1684087	None	None	None	9.30149619498255
GSE68848	GSM1683518	IV	None	None	8.714245517666123
GSE68848	GSM1683519	IV	None	None	9.899356922923111
GSE68848	GSM1683521	IV	None	None	8.50382573799575
GSE68848	GSM1683524	IV	None	None	8.654636028527968
GSE68848	GSM1683534	IV	None	None	9.722807531169547
GSE68848	GSM1683543	IV	None	None	8.491853096329676
GSE68848	GSM1683545	IV	None	None	9.052568050804155
GSE68848	GSM1683549	IV	None	None	8.546894459887637
GSE68848	GSM1683554	IV	None	None	8.60733031374961
GSE68848	GSM1683557	IV	None	None	9.375039431346925
GSE68848	GSM1683568	IV	None	None	9.768184324776927
GSE68848	GSM1683571	IV	None	None	8.90689059560852
GSE68848	GSM1683582	IV	None	None	9.259743263690781
GSE68848	GSM1683588	IV	None	None	8.665335917185176
GSE68848	GSM1683596	IV	None	None	9.285402218862249
GSE68848	GSM1683597	IV	None	None	8.768184324776927
GSE68848	GSM1683599	IV	None	None	8.312882955284357
GSE68848	GSM1683604	IV	None	None	9.62935662007961
GSE68848	GSM1683613	IV	None	None	8.696967526234287
GSE68848	GSM1683622	IV	None	None	9.915879378835774
GSE68848	GSM1683624	IV	None	None	8.945443836377912
GSE68848	GSM1683632	IV	None	None	9.052568050804155
GSE68848	GSM1683640	IV	None	None	9.098032082960527
GSE68848	GSM1683645	IV	None	None	8.535275376620802
GSE68848	GSM1683648	IV	None	None	8.569855608330949
GSE68848	GSM1683653	IV	None	None	8.654636028527968
GSE68848	GSM1683654	IV	None	None	9.473705749619414
GSE68848	GSM1683661	IV	None	None	9.12670447284319
GSE68848	GSM1683662	IV	None	None	9.426264754702098
GSE68848	GSM1683665	IV	None	None	8.758223214726724
GSE68848	GSM1683668	IV	None	None	9.03342300153745
GSE68848	GSM1683676	IV	None	None	13.440609666748422
GSE68848	GSM1683678	None	None	None	9.656424863277781
GSE68848	GSM1683686	IV	None	None	8.758223214726724
GSE68848	GSM1683691	IV	None	None	8.665335917185176
GSE68848	GSM1683694	IV	None	None	8.927777962082342
GSE68848	GSM1683701	IV	None	None	9.111135670234708
GSE68848	GSM1683714	IV	None	None	9.082149041353873
GSE68848	GSM1683722	IV	None	None	9.014020470314934
GSE68848	GSM1683723	IV	None	None	9.116343961237469
GSE68848	GSM1683725	IV	None	None	8.696967526234287
GSE68848	GSM1683731	IV	None	None	9.799281621521923
GSE68848	GSM1683734	IV	None	None	9.172427508645484
GSE68848	GSM1683742	IV	None	None	9.066089190457772
GSE68848	GSM1683746	IV	None	None	8.214319120800766
GSE68848	GSM1683752	IV	None	None	9.084808387804362
GSE68848	GSM1683753	IV	None	None	8.960001932068081
GSE68848	GSM1683754	IV	None	None	9.831307243802051
GSE68848	GSM1683758	IV	None	None	8.948367231584678
GSE68848	GSM1683767	IV	None	None	8.75488750216347
GSE68848	GSM1683773	IV	None	None	10.105908508571158
GSE68848	GSM1683774	IV	None	None	8.991521846075695
GSE68848	GSM1683775	IV	None	None	9.271463027904375
GSE68848	GSM1683777	IV	None	None	8.219168520462162
GSE68848	GSM1683778	IV	None	None	8.682994583681683
GSE68848	GSM1683779	IV	None	None	9.262094845370179
GSE68848	GSM1683781	IV	None	None	9.247927513443587
GSE68848	GSM1683786	IV	None	None	8.383704292474054
GSE68848	GSM1683791	IV	None	None	8.471675214392045
GSE68848	GSM1683793	IV	None	None	9.167418145831737
GSE68848	GSM1683794	IV	None	None	8.24317398347295
GSE68848	GSM1683798	IV	None	None	9.169925001442314
GSE68848	GSM1683800	IV	None	None	8.611024797307353
GSE68848	GSM1683803	IV	None	None	8.826548487290916
GSE68848	GSM1683807	IV	None	None	8.224001674198107
GSE68848	GSM1683824	IV	None	None	9.184875342908285
GSE68848	GSM1683837	IV	None	None	8.060695931687555
GSE68848	GSM1683848	IV	None	None	8.05528243550119
GSE68848	GSM1683850	None	None	None	10.270295326472041
GSE68848	GSM1683852	IV	None	None	8.625708843064466
GSE68848	GSM1683857	IV	None	None	8.980139577639157
GSE68848	GSM1683858	IV	None	None	8.954196310386877
GSE68848	GSM1683874	IV	None	None	9.036173612553485
GSE68848	GSM1683877	IV	None	None	9.453270634010623
GSE68848	GSM1683879	IV	None	None	9.266786540694902
GSE68848	GSM1683895	None	None	None	9.995767150877802
GSE68848	GSM1683902	IV	None	None	9.710806433699352
GSE68848	GSM1683903	IV	None	None	9.002815015607053
GSE68848	GSM1683904	None	None	None	8.879583249612784
GSE68848	GSM1683907	None	None	None	8.873444112515376
GSE68848	GSM1683913	IV	None	None	9.016808287686553
GSE68848	GSM1683914	IV	None	None	8.915879378835772
GSE68848	GSM1683917	IV	None	None	8.124121311829187
GSE68848	GSM1683922	IV	None	None	8.980139577639157
GSE68848	GSM1683934	IV	None	None	9.505811553919594
GSE68848	GSM1683939	IV	None	None	9.13699111208023
GSE68848	GSM1683943	IV	None	None	9.019590728357882
GSE68848	GSM1683944	IV	None	None	9.715961990255146
GSE68848	GSM1683945	IV	None	None	9.453270634010623
GSE68848	GSM1683947	IV	None	None	9.357552004618084
GSE68848	GSM1683950	IV	None	None	9.103287808412022
GSE68848	GSM1683962	IV	None	None	9.56414948998573
GSE68848	GSM1683973	IV	None	None	9.084808387804362
GSE68848	GSM1683977	IV	None	None	8.335390354693924
GSE68848	GSM1683983	IV	None	None	9.571752643503546
GSE68848	GSM1683987	IV	None	None	9.39231742277876
GSE68848	GSM1683990	IV	None	None	8.159871336778389
GSE68848	GSM1683996	IV	None	None	8.294620748891626
GSE68848	GSM1684001	IV	None	None	8.89178370321831
GSE68848	GSM1684005	IV	None	None	9.599912842187129
GSE68848	GSM1684007	IV	None	None	8.96289600533726
GSE68848	GSM1684008	IV	None	None	9.071462362556625
GSE68848	GSM1684023	IV	None	None	9.930737337562887
GSE68848	GSM1684028	IV	None	None	9.147204924942228
GSE68848	GSM1684032	IV	None	None	9.333155350310617
GSE68848	GSM1684036	IV	None	None	9.12670447284319
GSE68848	GSM1684038	IV	None	None	9.398743691938193
GSE68848	GSM1684044	IV	None	None	8.523561956057014
GSE68848	GSM1684045	IV	None	None	9.4093909361377
GSE68848	GSM1684047	None	None	None	9.73640193131829
GSE68848	GSM1684048	IV	None	None	9.273795599214266
GSE68848	GSM1684062	IV	None	None	8.487840033823051
GSE68848	GSM1684065	IV	None	None	8.184875342908285
GSE68848	GSM1684068	IV	None	None	9.337621901992508
GSE68848	GSM1684078	None	None	None	8.918863237274595
GSE68848	GSM1684082	IV	None	None	8.584962500721156
GSE68848	GSM1684088	IV	None	None	9.25502856981873
GSE68848	GSM1684093	IV	None	None	9.449148645375436
GSE68848	GSM1683556	II	None	None	8.238404739325079
GSE68848	GSM1683581	None	None	None	8.63662462054365
GSE68848	GSM1683620	II	None	None	8.546894459887637
GSE68848	GSM1683644	II	None	None	7.876516946565
GSE68848	GSM1683667	None	None	None	9.002815015607053
GSE68848	GSM1683689	II	None	None	9.13699111208023
GSE68848	GSM1683697	II	None	None	10.100662339005199
GSE68848	GSM1683709	II	None	None	8.854868383260238
GSE68848	GSM1683712	None	None	None	8.566054038171092
GSE68848	GSM1683761	II	None	None	7.954196310386876
GSE68848	GSM1683762	II	None	None	9.73809225962049
GSE68848	GSM1683769	None	None	None	8.774787059601174
GSE68848	GSM1683770	None	None	None	8.335390354693924
GSE68848	GSM1683795	III	None	None	10.161131882984307
GSE68848	GSM1683796	None	None	None	9.899356922923111
GSE68848	GSM1683818	None	None	None	8.005624549193879
GSE68848	GSM1683834	None	None	None	9.177419537989238
GSE68848	GSM1683859	III	None	None	9.159871336778389
GSE68848	GSM1683881	II	None	None	8.375039431346924
GSE68848	GSM1683882	None	None	None	8.383704292474054
GSE68848	GSM1683890	II	None	None	9.087462841250339
GSE68848	GSM1683897	II	None	None	8.894817763307945
GSE68848	GSM1683900	II	None	None	8.0
GSE68848	GSM1683968	III	None	None	8.710806433699352
GSE68848	GSM1683986	III	None	None	9.45532722030456
GSE68848	GSM1684009	None	None	None	8.531381460516313
GSE68848	GSM1684070	None	None	None	8.471675214392045
GSE68848	GSM1683529	III	None	None	8.768184324776927
GSE68848	GSM1683532	III	None	None	8.50382573799575
GSE68848	GSM1683542	None	None	None	9.113742166049189
GSE68848	GSM1683550	II	None	None	8.475733430966399
GSE68848	GSM1683577	II	None	None	8.569855608330949
GSE68848	GSM1683586	II	None	None	8.851749041416058
GSE68848	GSM1683611	III	None	None	8.76487159073609
GSE68848	GSM1683616	III	None	None	8.335390354693924
GSE68848	GSM1683617	II	None	None	9.02513956227851
GSE68848	GSM1683623	III	None	None	9.027905996569885
GSE68848	GSM1683637	III	None	None	9.250298417906333
GSE68848	GSM1683659	II	None	None	8.413627929024173
GSE68848	GSM1683660	III	None	None	8.912889336229961
GSE68848	GSM1683673	II	None	None	8.447083226209653
GSE68848	GSM1683685	III	None	None	9.16490692667569
GSE68848	GSM1683706	II	None	None	8.515699838284043
GSE68848	GSM1683713	None	None	None	10.349834091457248
GSE68848	GSM1683716	III	None	None	8.936637939002571
GSE68848	GSM1683718	III	None	None	9.663558104217273
GSE68848	GSM1683748	III	None	None	9.25502856981873
GSE68848	GSM1683787	III	None	None	8.184875342908285
GSE68848	GSM1683788	II	None	None	9.189824558880018
GSE68848	GSM1683822	None	None	None	10.394462694610318
GSE68848	GSM1683866	III	None	None	9.264442600226602
GSE68848	GSM1683876	III	None	None	8.543031820255239
GSE68848	GSM1683887	II	None	None	8.113742166049189
GSE68848	GSM1683899	III	None	None	8.108524456778168
GSE68848	GSM1683933	II	None	None	8.426264754702098
GSE68848	GSM1683940	II	None	None	9.7262181593322
GSE68848	GSM1683946	II	None	None	8.471675214392045
GSE68848	GSM1683961	II	None	None	8.204571144249204
GSE68848	GSM1684003	II	None	None	8.76487159073609
GSE68848	GSM1684004	II	None	None	8.90689059560852
GSE68848	GSM1684019	III	None	None	8.741466986401146
GSE68848	GSM1684041	III	None	None	8.426264754702098
GSE68848	GSM1684052	II	None	None	8.985841937003341
GSE68848	GSM1684053	II	None	None	8.714245517666123
GSE68848	GSM1684058	III	None	None	9.479780264029099
GSE68848	GSM1684077	II	None	None	8.375039431346924
GSE68848	GSM1684081	III	None	None	10.78053976747196
GSE61374	GSM1503296	II	None	None	7.94251450533924
GSE61374	GSM1503297	II	None	None	8.632995197142959
GSE61374	GSM1503298	II	None	None	9.958552715431011
GSE61374	GSM1503299	II	None	None	8.661778097771986
GSE61374	GSM1503300	II	None	None	10.843921051289035
GSE61374	GSM1503301	II	None	None	8.625708843064466
GSE61374	GSM1503302	II	None	None	9.94104760634058
GSE61374	GSM1503303	II	None	None	8.59618975614441
GSE61374	GSM1503304	II	None	None	8.113742166049189
GSE61374	GSM1503305	II	None	None	8.569855608330949
GSE61374	GSM1503306	II	None	None	9.638435913990472
GSE61374	GSM1503307	II	None	None	8.487840033823051
GSE61374	GSM1503308	II	None	None	10.164906926675688
GSE61374	GSM1503309	II	None	None	10.487840033823051
GSE61374	GSM1503310	II	None	None	8.388017285345136
GSE61374	GSM1503311	II	None	None	8.535275376620802
GSE61374	GSM1503312	II	None	None	8.049848549450562
GSE61374	GSM1503313	II	None	None	9.667111542075027
GSE61374	GSM1503314	II	None	None	10.56128794516483
GSE61374	GSM1503315	II	None	None	8.134426320220927
GSE61374	GSM1503316	II	None	None	8.280770770130603
GSE61374	GSM1503317	II	None	None	8.308339030139408
GSE61374	GSM1503318	II	None	None	9.047123912114026
GSE61374	GSM1503319	II	None	None	8.72451385311995
GSE61374	GSM1503320	II	None	None	8.280770770130603
GSE61374	GSM1503321	II	None	None	8.700439718141093
GSE61374	GSM1503322	II	None	None	10.594324603924846
GSE61374	GSM1503323	II	None	None	8.43879185257826
GSE61374	GSM1503324	II	None	None	7.965784284662087
GSE61374	GSM1503325	II	None	None	8.558420713268665
GSE61374	GSM1503326	II	None	None	9.579315937580015
GSE61374	GSM1503327	II	None	None	8.554588851677638
GSE61374	GSM1503328	II	None	None	8.011227255423254
GSE61374	GSM1503329	II	None	None	8.700439718141093
GSE61374	GSM1503330	II	None	None	8.654636028527968
GSE61374	GSM1503331	II	None	None	8.90388184573618
GSE61374	GSM1503332	II	None	None	8.820178962415188
GSE61374	GSM1503333	II	None	None	9.620219825507487
GSE61374	GSM1503334	II	None	None	9.426264754702098
GSE61374	GSM1503335	II	None	None	8.86418614465428
GSE61374	GSM1503336	II	None	None	7.693486957499325
GSE61374	GSM1503337	II	None	None	9.573647187493323
GSE61374	GSM1503338	II	None	None	8.588714635582265
GSE61374	GSM1503339	II	None	None	8.63662462054365
GSE61374	GSM1503340	II	None	None	10.116343961237469
GSE61374	GSM1503341	III	None	None	9.346513733165635
GSE61374	GSM1503342	III	None	None	8.632995197142959
GSE61374	GSM1503343	III	None	None	8.92481250360578
GSE61374	GSM1503344	III	None	None	7.794415866350106
GSE61374	GSM1503345	III	None	None	8.96289600533726
GSE61374	GSM1503346	III	None	None	8.710806433699352
GSE61374	GSM1503347	III	None	None	8.744833837499545
GSE61374	GSM1503348	III	None	None	8.794415866350105
GSE61374	GSM1503349	III	None	None	8.396604781181859
GSE61374	GSM1503350	III	None	None	11.199672344836365
GSE61374	GSM1503351	III	None	None	7.954196310386876
GSE61374	GSM1503352	III	None	None	8.721099188707186
GSE61374	GSM1503353	III	None	None	8.290018846932618
GSE61374	GSM1503354	III	None	None	8.027905996569885
GSE61374	GSM1503355	III	None	None	10.413627929024173
GSE61374	GSM1503356	III	None	None	8.974414589805528
GSE61374	GSM1503357	III	None	None	7.7615512324444795
GSE61374	GSM1503358	III	None	None	8.312882955284357
GSE61374	GSM1503359	III	None	None	7.539158811108032
GSE61374	GSM1503360	III	None	None	7.03342300153745
GSE61374	GSM1503361	III	None	None	7.754887502163469
GSE61374	GSM1503362	III	None	None	8.022367813028454
GSE61374	GSM1503363	III	None	None	8.717676423066395
GSE61374	GSM1503364	III	None	None	8.214319120800766
